Distributor ID,Distributor Name,Industry,Headquarters City,Coverage Area,Founded Year,Market Reach Score (%),Network Strength Score (%),Reliability Score (%),Growth Rate Score (%),Market Share Estimate (%),Success Rate (%),Pros,Cons,Overall Performance Score (%),Website,Contact Email,Data Confidence Score (%),Notes
IND-DIST-1190,Film Solutions Group 31,Film,Ahmedabad,National,2010,70,86,80,83,6.41,90,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",80.95,www.filmsolutionsgroup31.in,contact@filmsolutionsgroup31.com,96,Key player in current market analysis.
IND-DIST-1191,FMCG Solutions Group 32,FMCG,Kochi,National,1983,77,77,81,90,2.31,72,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",79.0,www.fmcgsolutionsgroup32.in,contact@fmcgsolutionsgroup32.com,97,Key player in current market analysis.
IND-DIST-1192,Pharma Solutions Group 33,Pharma,Mumbai,Regional,1994,78,78,80,65,10.21,84,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",77.35,www.pharmasolutionsgroup33.in,contact@pharmasolutionsgroup33.com,96,Key player in current market analysis.
IND-DIST-1193,Electronics / IT Solutions Group 34,Electronics / IT,Ahmedabad,National,2017,79,92,82,70,8.04,92,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",83.45,www.electronics/itsolutionsgroup34.in,contact@electronics/itsolutionsgroup34.com,88,Key player in current market analysis.
IND-DIST-1194,Logistics Solutions Group 35,Logistics,Delhi,Regional,2003,77,73,97,94,10.55,78,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",82.7,www.logisticssolutionsgroup35.in,contact@logisticssolutionsgroup35.com,91,Key player in current market analysis.
IND-DIST-1195,Retail Solutions Group 36,Retail,Pune,Regional,1998,83,92,91,84,5.93,75,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",85.8,www.retailsolutionsgroup36.in,contact@retailsolutionsgroup36.com,88,Key player in current market analysis.
IND-DIST-1196,Film Solutions Group 37,Film,Pune,National,1993,80,94,95,88,8.36,94,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",89.8,www.filmsolutionsgroup37.in,contact@filmsolutionsgroup37.com,95,Key player in current market analysis.
IND-DIST-1197,FMCG Solutions Group 38,FMCG,Chennai,National,1988,77,88,81,67,5.07,92,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",81.3,www.fmcgsolutionsgroup38.in,contact@fmcgsolutionsgroup38.com,95,Key player in current market analysis.
IND-DIST-1198,Pharma Solutions Group 39,Pharma,Mumbai,National,2008,85,97,75,90,13.36,77,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",85.55,www.pharmasolutionsgroup39.in,contact@pharmasolutionsgroup39.com,86,Key player in current market analysis.
IND-DIST-1199,Electronics / IT Solutions Group 40,Electronics / IT,Noida,National,1995,87,94,76,81,1.17,78,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",84.3,www.electronics/itsolutionsgroup40.in,contact@electronics/itsolutionsgroup40.com,93,Key player in current market analysis.
IND-DIST-1200,Logistics Solutions Group 41,Logistics,Delhi,National,1977,92,77,88,77,10.61,97,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",85.95,www.logisticssolutionsgroup41.in,contact@logisticssolutionsgroup41.com,97,Key player in current market analysis.
